From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
P29144,P29144,reviewed,TPP2_HUMAN,Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II),TPP2,Homo sapiens (Human),1249,intracellular amino acid homeostasis [GO:0080144]; protein polyubiquitination [GO:0000209]; proteolysis [GO:0006508],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; aminopeptidase activity [GO:0004177]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; serine-type endopeptidase activity [GO:0004252]; tripeptidyl-peptidase activity [GO:0008240]; intracellular amino acid homeostasis [GO:0080144]; protein polyubiquitination [GO:0000209]; proteolysis [GO:0006508],aminopeptidase activity [GO:0004177]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; serine-type endopeptidase activity [GO:0004252]; tripeptidyl-peptidase activity [GO:0008240]
P09486,P09486,reviewed,SPRC_HUMAN,SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine),SPARC ON,Homo sapiens (Human),303,negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; positive regulation of endothelial cell migration [GO:0010595]; regulation of cell morphogenesis [GO:0022604]; regulation of synapse organization [GO:0050807]; semicircular canal morphogenesis [GO:0048752],basement membrane [GO:0005604]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; endocytic vesicle lumen [GO:0071682]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nuclear matrix [GO:0016363]; plasma membrane [GO:0005886]; platelet alpha granule [GO:0031091]; platelet alpha granule lumen [GO:0031093]; platelet alpha granule membrane [GO:0031092],basement membrane [GO:0005604]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; endocytic vesicle lumen [GO:0071682]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nuclear matrix [GO:0016363]; plasma membrane [GO:0005886]; platelet alpha granule [GO:0031091]; platelet alpha granule lumen [GO:0031093]; platelet alpha granule membrane [GO:0031092]; calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; positive regulation of endothelial cell migration [GO:0010595]; regulation of cell morphogenesis [GO:0022604]; regulation of synapse organization [GO:0050807]; semicircular canal morphogenesis [GO:0048752],calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]
P08397,P08397,reviewed,HEM3_HUMAN,Porphobilinogen deaminase (PBG-D) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),HMBS PBGD UPS,Homo sapiens (Human),361,heme A biosynthetic process [GO:0006784]; heme B biosynthetic process [GO:0006785]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782],cytoplasm [GO:0005737]; cytosol [GO:0005829],cytoplasm [GO:0005737]; cytosol [GO:0005829]; hydroxymethylbilane synthase activity [GO:0004418]; heme A biosynthetic process [GO:0006784]; heme B biosynthetic process [GO:0006785]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782],hydroxymethylbilane synthase activity [GO:0004418]
Q12904,Q12904,reviewed,AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],AIMP1 EMAP2 SCYE1,Homo sapiens (Human),312,angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell-cell signaling [GO:0007267]; defense response to virus [GO:0051607]; inflammatory response [GO:0006954]; leukocyte migration [GO:0050900]; negative regulation of endothelial cell proliferation [GO:0001937]; positive regulation of glucagon secretion [GO:0070094]; translation [GO:0006412],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cell surface [GO:0009986]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleus [GO:0005634],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cell surface [GO:0009986]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleus [GO:0005634]; cytokine activity [GO:0005125]; GTPase binding [GO:0051020]; protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell-cell signaling [GO:0007267]; defense response to virus [GO:0051607]; inflammatory response [GO:0006954]; leukocyte migration [GO:0050900]; negative regulation of endothelial cell proliferation [GO:0001937]; positive regulation of glucagon secretion [GO:0070094]; translation [GO:0006412],cytokine activity [GO:0005125]; GTPase binding [GO:0051020]; protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049]
O95433,O95433,reviewed,AHSA1_HUMAN,Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38),AHSA1 C14orf3 HSPC322,Homo sapiens (Human),338,maintenance of unfolded protein [GO:0036506]; positive regulation of ATP-dependent activity [GO:0032781]; protein folding [GO:0006457],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; ATPase activator activity [GO:0001671]; cadherin binding [GO:0045296]; Hsp90 protein binding [GO:0051879]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; maintenance of unfolded protein [GO:0036506]; positive regulation of ATP-dependent activity [GO:0032781]; protein folding [GO:0006457],ATPase activator activity [GO:0001671]; cadherin binding [GO:0045296]; Hsp90 protein binding [GO:0051879]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]
P52943,P52943,reviewed,CRIP2_HUMAN,Cysteine-rich protein 2 (CRP-2) (Protein ESP1),CRIP2 CRP2,Homo sapiens (Human),208,hemopoiesis [GO:0030097]; positive regulation of cell population proliferation [GO:0008284],cell cortex [GO:0005938],cell cortex [GO:0005938]; zinc ion binding [GO:0008270]; hemopoiesis [GO:0030097]; positive regulation of cell population proliferation [GO:0008284],zinc ion binding [GO:0008270]
P61158,P61158,reviewed,ARP3_HUMAN,Actin-related protein 3 (Actin-like protein 3),ACTR3 ARP3,Homo sapiens (Human),418,actin polymerization-dependent cell motility [GO:0070358]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; asymmetric cell division [GO:0008356]; cellular response to type II interferon [GO:0071346]; cilium assembly [GO:0060271]; establishment or maintenance of cell polarity [GO:0007163]; meiotic chromosome movement towards spindle pole [GO:0016344]; meiotic cytokinesis [GO:0033206]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of transcription by RNA polymerase II [GO:0045944]; spindle localization [GO:0051653],actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; brush border [GO:0005903]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; brush border [GO:0005903]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]; actin binding [GO:0003779]; ATP binding [GO:0005524]; structural constituent of cytoskeleton [GO:0005200]; actin polymerization-dependent cell motility [GO:0070358]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; asymmetric cell division [GO:0008356]; cellular response to type II interferon [GO:0071346]; cilium assembly [GO:0060271]; establishment or maintenance of cell polarity [GO:0007163]; meiotic chromosome movement towards spindle pole [GO:0016344]; meiotic cytokinesis [GO:0033206]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of transcription by RNA polymerase II [GO:0045944]; spindle localization [GO:0051653],actin binding [GO:0003779]; ATP binding [GO:0005524]; structural constituent of cytoskeleton [GO:0005200]
O75663,O75663,reviewed,TIPRL_HUMAN,TIP41-like protein (Putative MAPK-activating protein PM10) (Type 2A-interacting protein) (TIP),TIPRL,Homo sapiens (Human),272,DNA damage checkpoint signaling [GO:0000077]; TOR signaling [GO:0031929],cytosol [GO:0005829],cytosol [GO:0005829]; protein phosphatase activator activity [GO:0072542]; protein phosphatase inhibitor activity [GO:0004864]; DNA damage checkpoint signaling [GO:0000077]; TOR signaling [GO:0031929],protein phosphatase activator activity [GO:0072542]; protein phosphatase inhibitor activity [GO:0004864]
P20472,P20472,reviewed,PRVA_HUMAN,Parvalbumin alpha (Alpha-parvalbumin) (Alpha-PV),PVALB,Homo sapiens (Human),110,excitatory chemical synaptic transmission [GO:0098976]; gene expression [GO:0010467]; inhibitory chemical synaptic transmission [GO:0098977]; relaxation of muscle [GO:0090075],axon [GO:0030424]; cytoplasm [GO:0005737]; synapse [GO:0045202],axon [GO:0030424]; cytoplasm [GO:0005737]; synapse [GO:0045202]; calcium ion binding [GO:0005509]; excitatory chemical synaptic transmission [GO:0098976]; gene expression [GO:0010467]; inhibitory chemical synaptic transmission [GO:0098977]; relaxation of muscle [GO:0090075],calcium ion binding [GO:0005509]
O75688,O75688,reviewed,PPM1B_HUMAN,Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta),PPM1B PP2CB,Homo sapiens (Human),479,N-terminal protein myristoylation [GO:0006499]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of defense response to virus [GO:0050687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; protein dephosphorylation [GO:0006470]; regulation of canonical NF-kappaB signal transduction [GO:0043122],cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634],cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein serine/threonine phosphatase activity [GO:0004722]; N-terminal protein myristoylation [GO:0006499]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of defense response to virus [GO:0050687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; protein dephosphorylation [GO:0006470]; regulation of canonical NF-kappaB signal transduction [GO:0043122],magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein serine/threonine phosphatase activity [GO:0004722]
Q53FT3,Q53FT3,reviewed,HIKES_HUMAN,Protein Hikeshi,HIKESHI C11orf73 HSPC138 HSPC179 HSPC248,Homo sapiens (Human),197,cellular response to heat [GO:0034605]; Golgi organization [GO:0007030]; lung development [GO:0030324]; protein import into nucleus [GO:0006606]; protein transport [GO:0015031],cytosol [GO:0005829]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],cytosol [GO:0005829]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Hsp70 protein binding [GO:0030544]; nuclear import signal receptor activity [GO:0061608]; cellular response to heat [GO:0034605]; Golgi organization [GO:0007030]; lung development [GO:0030324]; protein import into nucleus [GO:0006606]; protein transport [GO:0015031],Hsp70 protein binding [GO:0030544]; nuclear import signal receptor activity [GO:0061608]
P47897,P47897,reviewed,SYQ_HUMAN,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),QARS1 QARS,Homo sapiens (Human),775,brain development [GO:0007420]; glutaminyl-tRNA aminoacylation [GO:0006425]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of stress-activated MAPK cascade [GO:0032873]; tRNA aminoacylation for protein translation [GO:0006418],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; protein-containing complex [GO:0032991],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]; brain development [GO:0007420]; glutaminyl-tRNA aminoacylation [GO:0006425]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of stress-activated MAPK cascade [GO:0032873]; tRNA aminoacylation for protein translation [GO:0006418],ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]
P01703,P01703,reviewed,LV140_HUMAN,Immunoglobulin lambda variable 1-40 (Ig lambda chain V-I region NEWM),IGLV1-40,Homo sapiens (Human),118,adaptive immune response [GO:0002250]; immune response [GO:0006955],extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; adaptive immune response [GO:0002250]; immune response [GO:0006955],antigen binding [GO:0003823]
Q08380,Q08380,reviewed,LG3BP_HUMAN,Galectin-3-binding protein (Basement membrane autoantigen p105) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Tumor-associated antigen 90K),LGALS3BP M2BP,Homo sapiens (Human),585,cell adhesion [GO:0007155]; cellular defense response [GO:0006968]; signal transduction [GO:0007165],blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; platelet dense granule lumen [GO:0031089],blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; platelet dense granule lumen [GO:0031089]; scavenger receptor activity [GO:0005044]; cell adhesion [GO:0007155]; cellular defense response [GO:0006968]; signal transduction [GO:0007165],scavenger receptor activity [GO:0005044]
